Year,Class,Event,Name,School,Mark,Tie
1993,AAA,800m Run,"Dennard, Kenny",Lithonia,01:56.7,
1993,AAAA,800m Run,"Nottingham, Gary","Northside, WR",01:56.3,
1993,A,Discus,"Muesch, Jesse",Athens Aca.,159-2,
1993,AA,Discus,"Nelson, Adam",Lovett,169-8,
1993,AAA,Discus,"Dothard, Greg",Carrollton,159-0,
1993,AAAA,Discus,"Bryant, Andre","Northside, WR",156-6,
1993,A,High Jump,"Freeman, Charro",Montgomery Co.,6-Jun,
1993,AA,High Jump,"Hall, Joe",Vidalia,4-Jun,
1993,AAA,High Jump,"Dennard, Kenny",Lithonia,10-Jun,
1993,AAAA,High Jump,"Sheppard, Jeff",McIntosh,Jul-00,
1993,A,Long Jump,"Allen, James",Dacula,22-10.5,
1993,AA,Long Jump,"Summerour, Ramon",Gainesville,23-3,
1993,AAA,Long Jump,"McClendon, Montrell",Carrollton,23-11.75,
1993,AAAA,Long Jump,"Williams, Carlos",Benedictine,22-7.75,
1993,A,Pole Vault,"Capozzoli, Kevin",Darlington,Dec-00,
1993,AA,Pole Vault,"Tracey, Chad",LaFayette,13-0,
1993,AAA,Pole Vault,"Townley, Don",Winder-Barrow,14-6,
1993,AAAA,Pole Vault,"Baugh, Ryan",Walton,13-6,
1993,A,Relay--1600m,,Calhoun Co.,03:28.5,
1993,AA,Relay--1600m,,Crim,03:20.8,
1993,AAA,Relay--1600m,,Creekside,03:19.6,
1993,AAAA,Relay--1600m,,Tri Cities,03:15.4,
1993,A,Relay--400m,,Lanier Co.,43.35,
1993,AA,Relay--400m,,Washington-Wilkes,42.61,
1993,AAA,Relay--400m,,Peach Co.,41.73,
1993,AAAA,Relay--400m,,Griffin,41.7,
1993,A,Shot Put,"Earls, Conley",Buford,53-7.25,
1993,AA,Shot Put,"Nelson, Adam",Lovett,59-7,
1993,AAA,Shot Put,"King, Marcus",Fitzgerald,54-0.5,
1993,AAAA,Shot Put,"Bryant, Andre","Northside, WR",57-3,
1993,A,Triple Jump,"Riley, Paul",Lanier Co.,44-11.25,
1993,AA,Triple Jump,"Laster, Joe",Sumter Co.,47-11,
1993,AAA,Triple Jump,"Crump, Ephron",Cairo,46-11,
1993,AAAA,Triple Jump,"Muyres, Jon",Parkview,47-1,
1994,A,100m Dash,"Jordan, Gary",Wrens,11.26,
1994,AA,100m Dash,"Garth, Greg",Americus,10.91,
1994,AAA,100m Dash,"Turner, Marc",Shamrock,10.84,
1994,AAAA,100m Dash,"Stringer, Jermaine",Southwest Dekalb,10.8,
1994,A,110m High Hurdles,"Little, George",Brookstone,14.89,
1994,AA,110m High Hurdles,"Galloway, Chad",Fannin Co.,14.89,
1994,AAA,110m High Hurdles,"Ogwin, Bruce",Clarkston,14.48,
1994,AAAA,110m High Hurdles,"Fleming, Stewart",McEachern,14.34,
1994,A,1600m Run,"Cook, Joe",Buford,04:28.7,
1994,AA,1600m Run,"Finch, Charles",Lovett,04:30.6,
1994,AAA,1600m Run,"Teemer, Eric",Westover,04:20.2,
1994,AAAA,1600m Run,"Murphy, Jason",Lovejoy,04:21.3,
1994,A,200m Dash,"Bradley, Kevin",Pacelli,22.11,
1994,AA,200m Dash,"Teasley, Chandler",Franklin Co.,22.49,
1994,AAA,200m Dash,"Turner, Marc",Shamrock,21.85,
1994,AAAA,200m Dash,"Stringer, Jermaine",Southwest Dekalb,21.61,
1994,A,300m Int. Hurdles,"Little, George",Brookstone,39.97,
1994,AA,300m Int. Hurdles,"Pickett, Craig",Bleckley Co.,38.84,
1994,AAA,300m Int. Hurdles,"Burton, Jimmy",Elbert Co.,38.9,
1994,AAAA,300m Int. Hurdles,"Arvin, Darrell",Marietta,39.03,
1994,A,3200m Run,"Cook, Joe",Buford,09:52.3,
1994,AA,3200m Run,"Finch, Charles",Lovett,09:55.8,
1994,AAA,3200m Run,"Bishop, Arron",Rome,09:30.7,
1994,AAAA,3200m Run,"Knotts, Craig",Shiloh,09:32.1,
1994,A,400m Dash,"Nails, Rodney",Tattnall Co.,50.94,
1994,AA,400m Dash,"Teasley, Chandler",Franklin Co.,48.93,
1994,AAA,400m Dash,"Wilson, Robert",Westlake,48.3,
1994,AAAA,400m Dash,"Campbell, Milton","Douglass, Atlanta",46.67,
1994,A,800m Run,"Reece, Brad",Calhoun,01:58.8,
1994,AA,800m Run,"Jackson, Clint",Sumter Co.,01:58.6,
1994,AAA,800m Run,"Teemer, Eric",Westover,01:54.8,
1994,AAAA,800m Run,"Campbell, Milton","Douglass, Atlanta",01:53.5,
1994,A,Discus,"Scott, Chad",Tattnall Co.,155-10,
1994,AA,Discus,"Bentley, Kyle",Vidalia,151-7,
1994,AAA,Discus,"Feazell, Juaquin",Peach Co.,162-11,
1994,AAAA,Discus,"Harvard, Jay",Habersham Central,161-5,
1994,A,High Jump,"Lewis, Chad",Savannah Christian,4-Jun,
1994,AA,High Jump,"Dudley, Jimmy",Washington Co.,8-Jun,
1994,AAA,High Jump,"Bishop, Eric",Murray Co.,Jul-00,
1994,AAAA,High Jump,"Muyres, Jeff",Parkview,10-Jun,
1994,A,Long Jump,"Bradley, Kevin",Pacelli,22-0.5,
1994,AA,Long Jump,"Farley, Termaine",Putnam Co.,21-9.25,
1994,AAA,Long Jump,"Jones, Octavious","Monroe, Albany",22-10,
1994,AAAA,Long Jump,"Arnaud, Robert",Morrow,22-6.75,
1994,A,Pole Vault,"Miller, Gilbert",Brookstone,Dec-00,
1994,AA,Pole Vault,"Galloway, Chad",Fannin Co.,Dec-00,
1994,AAA,Pole Vault,"Townley, Don",Winder-Barrow,14-6,
1994,AAAA,Pole Vault,"Koehler, Kevin",Lassiter,13-6,
1994,A,Relay--1600m,,Tattnall Co.,03:27.4,
1994,AA,Relay--1600m,,Franklin Co.,03:22.2,
1994,AAA,Relay--1600m,,Westlake,03:19.4,
1994,AAAA,Relay--1600m,,"Douglass, Atlanta",03:15.5,
1994,A,Relay--400m,,Tattnall Co.,43.18,
1994,AA,Relay--400m,,Washington Co.,42.78,
1994,AAA,Relay--400m,,Harper,41.91,
1994,AAAA,Relay--400m,,"Douglass, Atlanta",41.62,
1994,A,Shot Put,"Scott, Chad",Tattnall Co.,54-8.5,
1994,AA,Shot Put,"Smith, Brian",Pepperell,53-4.75,
1994,AAA,Shot Put,"Simmons, Henry",Cairo,56-9,
1994,AAAA,Shot Put,"Rosser, Tony",Marietta,56-7.5,
1994,A,Triple Jump,"Riley, Paul",Lanier Co.,46-8.5,
1994,AA,Triple Jump,"Farley, Termaine",Putnam Co.,43-11.75,
1994,AAA,Triple Jump,"Crump, Ephron",Cairo,48-1.5,
1994,AAAA,Triple Jump,"Eason, Marcus","Douglass, Atlanta",47-7.5,
1995,A,100m Dash,"Gibbs, Narada",Charlton Co.,10.91,
1995,AA,100m Dash,"Garth, Greg",Americus,10.65,
1995,AAA,100m Dash,"Hall, Eric",Lithonia,10.74,
1995,AAAA,100m Dash,"White, Fred",Griffin,10.81,
1995,A,110m High Hurdles,"Moss, Eric",Warren Co.,15.21,
1995,AA,110m High Hurdles,"Downer, Darius",Elbert Co.,14.4,
1995,AAA,110m High Hurdles,"Ross, Earnest",Columbia,14.5,
1995,AAAA,110m High Hurdles,"Nelton, T.J.",Troup Co.,14.02,
1995,A,1600m Run,"Day, Matt",Landmark Christian,04:26.3,
1995,AA,1600m Run,"Lucarelli, Matt",Darlington,04:29.3,
1995,AAA,1600m Run,"Traub, Shaun",Riverwood,04:25.7,
1995,AAAA,1600m Run,"Peterson, Derrick",Lovejoy,04:17.4,
1995,A,200m Dash,"Gibbs, Narada",Charlton Co.,21.73,
1995,AA,200m Dash,"Teasley, Chandler",Franklin Co.,21.82,
1995,AAA,200m Dash,"Hall, Eric",Lithonia,21.5,
1995,AAAA,200m Dash,"Jackson, Julian",Southwest Dekalb,21.64,
1995,A,300m Int. Hurdles,"Shaw, Dewey",Atkinson Co.,39.83,
1995,AA,300m Int. Hurdles,"Burton, Jimmy",Elbert Co.,38.02,
1995,AAA,300m Int. Hurdles,"Anthony, Derrell",Hardaway,39.57,
1995,AAAA,300m Int. Hurdles,"Taylor, Angelo",Southwest Dekalb,37.53,
1995,A,3200m Run,"McNary, Evan",Landmark Christian,09:55.5,
1995,AA,3200m Run,"Lucarelli, Matt",Darlington,09:52.5,
1995,AAA,3200m Run,"Bishop, Aaron",Rome,09:34.4,
1995,AAAA,3200m Run,"Campbell, Jeremy",Brookwood,09:32.7,
1995,A,400m Dash,"Duncan, Brannan",Landmark Christian,51.01,
1995,AA,400m Dash,"Teasley, Chandler",Franklin Co.,47.56,
1995,AAA,400m Dash,"Wilson, Robert",Westlake,47.69,
1995,AAAA,400m Dash,"Gibbs, Kavin",Tri Cities,47.81,
1995,A,800m Run,"Day, Matt",Landmark Christian,01:58.1,
1995,AA,800m Run,"Harris, Jebreh",Towers,01:56.4,
1995,AAA,800m Run,"Deguenther, John",Westminster,01:56.5,
1995,AAAA,800m Run,"Schroer, John",Wheeler,01:52.9,
1995,A,Discus,"Dalton, Curry",Oglethorpe Co.,148-1,
1995,AA,Discus,"Scott, Chad",Tattnall Co.,165-7,
1995,AAA,Discus,"Colquitt, Sly",Spencer,162-3,
1995,AAAA,Discus,"Andrews, Antonio",Griffin,163-9,
1995,A,High Jump,"Bailey, Champ",Charlton Co.,4-Jun,
1995,AA,High Jump,"Hughes, Greg",Elbert Co.,6-10.25,
1995,AAA,High Jump,"Geter, Craig","Monroe, Albany",10-Jun,
1995,AAAA,High Jump,"Sober, Eric",Etowah,10-Jun,
1995,A,Long Jump,"Hannan, Jobe",Charlton Co.,23-8.5,
1995,AA,Long Jump,"Rawls, Robert",Washington Co.,23-8.5,
1995,AAA,Long Jump,"White, Donate",Columbia,23-10,
1995,AAAA,Long Jump,"Nelton, Tim",North Atlanta,22-11.75,
1995,A,Pole Vault,"Smith, Jerry",Pace Aca.,6-Dec,
1995,AA,Pole Vault,"Johnson, Russell",Carrollton,14-6,
1995,AAA,Pole Vault,"Krebs, Chris",Marist,14-7,
1995,AAAA,Pole Vault,"Howard, Andy",Harrison,14-0,
1995,A,Relay--1600m,,Charlton Co.,03:27.0,
1995,AA,Relay--1600m,,Crim,03:18.0,
1995,AAA,Relay--1600m,,Tucker,03:18.7,
1995,AAAA,Relay--1600m,,Southwest Dekalb,03:19.3,
1995,A,Relay--400m,,Charlton Co.,42.6,
1995,AA,Relay--400m,,Elbert Co.,42.04,
1995,AAA,Relay--400m,,Tucker,41.43,
1995,AAAA,Relay--400m,,Riverdale,41.89,
1995,A,Shot Put,"England, Ben",Buford,49-7.5,
1995,AA,Shot Put,"Smith, Brian",Pepperell,55-0,
1995,AAA,Shot Put,"Baker, Lydell",Kendrick,54-6.5,
1995,AAAA,Shot Put,"Hugh, James",Southwest Dekalb,55-8.5,
1995,A,Triple Jump,"Hannan, Jobe",Charlton Co.,47-0,
1995,AA,Triple Jump,"Johnson, Anthony",Screven Co.,47-10.5,
1995,AAA,Triple Jump,"Jeter, Craig","Monroe, Albany",48-11.25,
1995,AAAA,Triple Jump,"Taylor, Angelo",Southwest Dekalb,47-7,
1996,A,100m Dash,"Jackson, Dick",Macon Co.,10.84,
1996,AA,100m Dash,"Horton, Marcus",Harper-Archer,10.79,
1996,AAA,100m Dash,"Hall, Eric",Lithonia,10.71,
1996,AAAA,100m Dash,"Harrison, Bryan",Roswell,10.54,
1996,A,110m High Hurdles,"Bailey, Rodney",Charlton Co.,14.72,
1996,AA,110m High Hurdles,"Burton, Jimmy",Elbert Co.,14.03,
1996,AAA,110m High Hurdles,"Ward, Derek",Tucker,14.31,
1996,AAAA,110m High Hurdles,"Trammell, Terrance",Southwest Dekalb,13.34,
1996,A,1600m Run,"Day, Matt",Landmark Christian,04:17.0,
1996,AA,1600m Run,"Lucarelli, Matt",Darlington,04:26.1,
1996,AAA,1600m Run,"Johnson, Brent",Sandy Creek,04:27.3,
1996,AAAA,1600m Run,"Peterson, Derrick",Lovejoy,04:17.9,
1996,A,200m Dash,"Jackson, Dick",Macon Co.,22.26,
1996,AA,200m Dash,"Calloway, Nicholas",Washington-Wilkes,21.87,
1996,AAA,200m Dash,"Hall, Eric",Lithonia,21.67,
1996,AAAA,200m Dash,"Harrison, Bryan",Roswell,21.23,
1996,A,300m Int. Hurdles,"Jackson, Terrence",Pelham,38.42,
1996,AA,300m Int. Hurdles,"Zachary, Dramane",Crim,37.54,
1996,AAA,300m Int. Hurdles,"Ward, Derek",Tucker,38.57,
1996,AAAA,300m Int. Hurdles,"Taylor, Angelo",Southwest Dekalb,37.03,
1996,A,3200m Run,"McNary, Tim",Landmark Christian,09:58.6,
1996,AA,3200m Run,"Lucarelli, Matt",Darlington,09:50.6,
1996,AAA,3200m Run,"O'Kelley, Tony",Therrell,09:50.8,
1996,AAAA,3200m Run,"Peterson, Derrick",Lovejoy,09:20.3,
1996,A,400m Dash,"Duncan, Brannon",Landmark Christian,50.12,
1996,AA,400m Dash,"Partridge, Antonio",Crim,47.64,
1996,AAA,400m Dash,"Phillips, Dwight",Tucker,48.41,
1996,AAAA,400m Dash,"Taylor, Angelo",Southwest Dekalb,47.69,
1996,A,800m Run,"Day, Matt",Landmark Christian,01:53.6,
1996,AA,800m Run,"Harris, Jebreh",Towers,01:54.6,
1996,AAA,800m Run,"Knowles, Nathan",Sandy Creek,01:54.5,
1996,AAAA,800m Run,"Brunson, Tiko","Carver, Columbus",01:56.3,
1996,A,Discus,"Truelove, Tyler",Jefferson,138-11,
1996,AA,Discus,"Thrower, Michael",Carrollton,153-10,
1996,AAA,Discus,"Kinnebrew, Corry",Rome,177-8,
1996,AAAA,Discus,"Brunson, Byron",Camden Co.,161-9,
1996,A,High Jump,"Lowrance, Eric",Gordon Lee,8-Jun,
1996,AA,High Jump,"Hughes, Greg",Elbert Co.,8-Jun,
1996,AAA,High Jump,"Shields, Calvin",Monroe Area,10-Jun,
1996,AAAA,High Jump,"Feggins, Larry",Tri Cities,8-Jun,
1996,A,Long Jump,"Allen, Titus",Model,24-0.75,
1996,AA,Long Jump,"Parker, Thad",Crim,23-8.5,
1996,AAA,Long Jump,"Coverson, Rodi",Westlake,24-1.5,
1996,AAAA,Long Jump,"Leseane, Antone",Jenkins,23-1.25,
1996,A,Pole Vault,"Gregory, Derrick",Oglethorpe Co.,6-Dec,
1996,AA,Pole Vault,"Saravia, Justin",Carrollton,Dec-00,
1996,AAA,Pole Vault,"Houseman, Rebel",Oconee Co.,6-Dec,
1996,AAAA,Pole Vault,"Traylor, Jamie",Brookwood,14-6,
1996,A,Relay--1600m,,Pelham,03:24.8,
1996,AA,Relay--1600m,,Crim,03:16.6,
1996,AAA,Relay--1600m,,Tucker,03:19.0,
1996,AAAA,Relay--1600m,,Southwest Dekalb,03:15.0,
1996,A,Relay--400m,,Jefferson Co.,42.51,
1996,AA,Relay--400m,,Elbert Co.,41.65,
1996,AAA,Relay--400m,,Lithonia,42.01,
1996,AAAA,Relay--400m,,Southwest Dekalb,40.66,
1996,A,Shot Put,"Roberts, Travis",Charlton Co.,49-8,
1996,AA,Shot Put,"Smith, Brian",Pepperell,55-4.5,
1996,AAA,Shot Put,"Baker, Lydell",Kendrick,54-10,
1996,AAAA,Shot Put,"Hoffa, Reese","Lakeside, Evans",58-8.5,
1996,A,Triple Jump,"Bailey, Champ",Charlton Co.,46-9,
1996,AA,Triple Jump,"Handerson, Larry",Cartersville,47-10.25,
1996,AAA,Triple Jump,"Phillips, Dwight",Tucker,50-1.75,
1996,AAAA,Triple Jump,"Taylor, Angelo",Southwest Dekalb,47-8,
1997,A,100m Dash,"Wansley, Tim",Buford,11.07,
1997,AA,100m Dash,"Hodge, Sedrick",Westminster,11.07,
1997,AAA,100m Dash,"Burney, Casey",Riverdale,10.88,
1997,AAAA,100m Dash,"Harrison, Bryan",Roswell,10.71,
1997,A,110m High Hurdles,"Bailey, Rodney",Charlton Co.,14.27,
1997,AA,110m High Hurdles,"Henderson, Jamie",Carrollton,14.64,
1997,AAA,110m High Hurdles,"Taylor, Byron",Stephenson,14.24,
1997,AAAA,110m High Hurdles,"Trammell, Terrance",Southwest Dekalb,13.41,
1997,A,1600m Run,"Day, Matt",Landmark Christian,04:17.4,
1997,AA,1600m Run,"Stegall, Joseph",Cartersville,04:16.3,
1997,AAA,1600m Run,"Mott, Tee",Douglas Co.,04:16.5,
1997,AAAA,1600m Run,"Crowfoot, Josh",South Gwinnett,04:18.7,
1997,A,200m Dash,"Bailey, Rodney",Charlton Co.,21.93,
1997,AA,200m Dash,"Hodge, Sedrick",Westminster,21.99,
1997,AAA,200m Dash,"Gibson, Alex",Glenn Hills,21.84,
1997,AAAA,200m Dash,"Harrison, Bryan",Roswell,21.69,
1997,A,300m Int. Hurdles,"Moss, Eric",Warren Co.,38.87,
1997,AA,300m Int. Hurdles,"Zachary, Dramane",Crim,38.65,
1997,AAA,300m Int. Hurdles,"Taylor, Byron",Stephenson,37-0,
1997,AAAA,300m Int. Hurdles,"Trammell, Terrance",Southwest Dekalb,36.56,
1997,A,3200m Run,"McPhee, Kyle",Greater Atlanta Christian,09:50.8,
1997,AA,3200m Run,"Stegall, Joseph",Cartersville,09:31.7,
1997,AAA,3200m Run,"Browder, Jarrod",North Springs,09:59.1,
1997,AAAA,3200m Run,"Crowfoot, Josh",South Gwinnett,09:17.3,
1997,A,400m Dash,"Burgess, Harold",Oglethorpe Co.,49.34,
1997,AA,400m Dash,"Zachary, Dramane",Crim,49.48,
1997,AAA,400m Dash,"Butler, Mario",North Atlanta,49.35,
1997,AAAA,400m Dash,"Campbell, Kelly",Mays,47.56,
1997,A,800m Run,"Day, Matt",Landmark Christian,01:54.6,
1997,AA,800m Run,"Scott, Ian",Lovett,01:55.5,
1997,AAA,800m Run,"Mott, Tee",Douglas Co.,01:55.0,
1997,AAAA,800m Run,"Calvin, Darrick",Griffin,01:55.6,
1997,A,Discus,"Leggett, Percy",Wheeler Co.,144-1,
1997,AA,Discus,"Lewis, Tim",Hart Co.,158-7,
1997,AAA,Discus,"Ross, Lakenzi",Peach Co.,160-6,
1997,AAAA,Discus,"Hoffa, Reese","Lakeside, Evans",175-10,
1997,A,High Jump,"Stewart, Glenderick",Monticello,8-Jun,
1997,AA,High Jump,"Sabo, Blake",Carrollton,8-Jun,
1997,AAA,High Jump,"Gumpton, Jimmy",Wayne Co.,10-Jun,
1997,AAAA,High Jump,"Cornelius, Jason",Clarke Central,1-Jul,
1997,A,Long Jump,"Collier, Corrie",Putnam Co.,23-4.5,
1997,AA,Long Jump,"Brown, Reggie",Carrollton,24-9,
1997,AAA,Long Jump,"Glaze, Ray",Elbert Co.,24-1.5,
1997,AAAA,Long Jump,"Porter, Michael",Mays,23-4.25,
1997,A,Pole Vault,"Barron, Mike",Darlington,13-0,
1997,AA,Pole Vault,"Saravia, Justin",Carrollton,13-6,
1997,AAA,Pole Vault,"Harris, Justin",Appling Co.,6-Dec,
1997,AAAA,Pole Vault,"Lewis, Ryan",Roswell,13-6,
1997,A,Relay--1600m,,Pelham,03:25.4,
1997,AA,Relay--1600m,,Crim,03:23.0,
1997,AAA,Relay--1600m,,Lithonia,03:20.9,
1997,AAAA,Relay--1600m,,Mays,03:17.8,
1997,A,Relay--400m,,Pelham,43.69,
1997,AA,Relay--400m,,Westminster,42.18,
1997,AAA,Relay--400m,,Elbert Co.,41.75,
1997,AAAA,Relay--400m,,Camden Co.,41.74,
1997,A,Shot Put,"Cochran, Ben",Buford,53-4,
1997,AA,Shot Put,"Clamon, Jack",Westminster,55-7.5,
1997,AAA,Shot Put,"Cason, Rian",Woodward Aca.,54-8.5,
1997,AAAA,Shot Put,"Hoffa, Reese","Lakeside, Evans",64-3.5,
1997,A,Triple Jump,"Askew, Tim",Model,46-0.5,
1997,AA,Triple Jump,"Rollinson, Everette",Tattnall Co.,45-9,
1997,AAA,Triple Jump,"Dasher, Henry",Appling Co.,48-8.5,
1997,AAAA,Triple Jump,"Hall, Corey",Clarke Central,48-0,
1998,A,100m Dash,"Crawford, Eddie",Putnam Co.,10.95,
1998,AA,100m Dash,"Ashley, Jamel",West Laurens,10.67,
1998,AAA,100m Dash,"Camp, Cornelius",St. Pius,10.65,
1998,AAAA,100m Dash,"Baker, Dennis",Camden Co.,10.59,
1998,A,110m High Hurdles,"Ward, Mike",Calvary Baptist,14.76,
1998,AA,110m High Hurdles,"Brown, Reggie",Carrollton,14.29,
1998,AAA,110m High Hurdles,"Carter, Tabious",Peach Co.,14.57,
1998,AAAA,110m High Hurdles,"Stamps, Hassan",McEachern,14.19,
1998,A,1600m Run,"McPhee, Kyle",Greater Atlanta Christian,04:25.2,
1998,AA,1600m Run,"Scott, Ian",Lovett,04:22.2,
1998,AAA,1600m Run,"Watts, Justin",Woodward Aca.,04:21.4,
1998,AAAA,1600m Run,"Johnson, David",Tift Co.,04:19.4,
1998,A,200m Dash,"Baldwin, Nathaniel",Treutlen,22.68,
1998,AA,200m Dash,"Ashley, Jamel",West Laurens,21.78,
1998,AAA,200m Dash,"Kelly, Jimmy",Burke Co.,21.78,
1998,AAAA,200m Dash,"Sears, Bryan",Liberty Co.,21.44,
1998,A,300m Int. Hurdles,"Calhoun, Omega",Lanier Co.,38.05,
1998,AA,300m Int. Hurdles,"Bland, Kareem",Cedar Grove,38.55,
1998,AAA,300m Int. Hurdles,"Taylor, Byron",Stephenson,37.58,
1998,AAAA,300m Int. Hurdles,"Stamps, Hassan",McEachern,37.08,
1998,A,3200m Run,"McPhee, Kyle",Greater Atlanta Christian,09:41.3,
1998,AA,3200m Run,"Jorgensen, Blake",Westminster,09:50.7,
1998,AAA,3200m Run,"King, Joseph",Dalton,09:49.0,
1998,AAAA,3200m Run,"Johnson, David",Tift Co.,09:36.5,
1998,A,400m Dash,"Williams, Travis",Pelham,48.78,
1998,AA,400m Dash,"Azim, Sharif",Westminster,48.66,
1998,AAA,400m Dash,"White, Jason",West Hall,47.91,
1998,AAAA,400m Dash,"Lovett, Mario",McEachern,47.61,
1998,A,800m Run,"Rabbitt, Kyle",Landmark Christian,02:00.2,
1998,AA,800m Run,"Scott, Ian",Lovett,01:52.8,
1998,AAA,800m Run,"Holston, Karlton",Eagle's Landing,01:53.9,
1998,AAAA,800m Run,"Szczesniak, John",Lassiter,01:55.6,
1998,A,Discus,"Shealor, Twion",Commerce,134-6,
1998,AA,Discus,"Clamon, Jack",Westminster,163-8,
1998,AAA,Discus,"Johnson, Kibwe",North Gwinnett,176-2,
1998,AAAA,Discus,"Knight, Ian",Brookwood,163-1,
1998,A,High Jump,"Wiley, Orlando",Banks Co.,10-Jun,
1998,AA,High Jump,"Sabo, Blake",Carrollton,6-8.5,
1998,AAA,High Jump,"Bishop, Chris",Murray Co.,8-Jun,
1998,AAAA,High Jump,"Culpepper, Clifford",LaGrange,10-Jun,
1998,A,Long Jump,"Wansley, Tim",Buford,22-4.5,
1998,AA,Long Jump,"Brown, Chris",Avondale,22-8.5,
1998,AAA,Long Jump,"Pope, Tyrone","Monroe, Albany",22-10,
1998,AAAA,Long Jump,"Porch, Chris",Shaw,22-3.5,
1998,A,Pole Vault,"Barron, Mike",Darlington,14-0,
1998,AA,Pole Vault,"Hunter, Marcel",Screven Co.,13-6,
1998,AAA,Pole Vault,"Stinchcomb, Elios",Winder-Barrow,13-0,
1998,AAAA,Pole Vault,"Lewis, Ryan",Roswell,14-0,
1998,A,Relay--1600m,,Decatur,03:22.6,
1998,AA,Relay--1600m,,Carrollton,03:22.3,
1998,AAA,Relay--1600m,,Stephenson,03:18.6,
1998,AAAA,Relay--1600m,,Mays,03:15.8,
1998,A,Relay--400m,,Calhoun Co.,43.67,
1998,AA,Relay--400m,,Towers,42.7,
1998,AAA,Relay--400m,,Elbert Co.,41.41,
1998,AAAA,Relay--400m,,McEachern,41.27,
1998,A,Shot Put,"Cochran, Ben",Buford,50-0,
1998,AA,Shot Put,"Hall, Jeb",Franklin Co.,55-1.5,
1998,AAA,Shot Put,"Pierce, Ben",Westover,52-3.5,
1998,AAAA,Shot Put,"Miller, Ray",McEachern,55-6.5,
1998,A,Triple Jump,"Williams, Travis",Pelham,45-4.5,
1998,AA,Triple Jump,"Bland, Kareem",Cedar Grove,45-7,
1998,AAA,Triple Jump,"Moon, Tim",Elbert Co.,46-10.25,
1998,AAAA,Triple Jump,"Campbell, Levaughn",Mays,46-7.25,
1999,A,100m Dash,"Jenkins, Aaron",Calhoun Co.,10.96,
1999,AA,100m Dash,"White, Jamie",Brantley Co.,10.92,
1999,AAA,100m Dash,"Williams, John",Stone Mountain,10.66,
1999,AAAA,100m Dash,"Carroll, Ahmad","Douglass, Atlanta",10.73,
1999,A,110m High Hurdles,"Lee, Damarko",Warren Co.,14.63,
1999,AA,110m High Hurdles,"Hughes, Donnie",Elbert Co.,14.38,
1999,AAA,110m High Hurdles,"Henderson, Brian",North Clayton,14.27,
1999,AAAA,110m High Hurdles,"Taylor, Corey",Southwest Dekalb,13.9,
1999,A,1600m Run,"Rabbitt, Kyle",Landmark Christian,04:23.5,
1999,AA,1600m Run,"Jorgensen, Blake",Westminster,04:29.2,
1999,AAA,1600m Run,"Mahoney, Brendon",Marist,04:24.3,
1999,AAAA,1600m Run,"Howard, Will",Walton,04:19.0,
1999,A,200m Dash,"Presley, Chris",Darlington,22.6,
1999,AA,200m Dash,"Monroe, Tavarius",Grady,22.29,
1999,AAA,200m Dash,"Williams, John",Stone Mountain,21.71,
1999,AAAA,200m Dash,"Sears, Bryan",Liberty Co.,21.46,
1999,A,300m Int. Hurdles,"Williams, Travis",Pelham,39.06,
1999,AA,300m Int. Hurdles,"Hughes, Donnie",Elbert Co.,38.07,
1999,AAA,300m Int. Hurdles,"Henderson, Brian",North Clayton,38.64,
1999,AAAA,300m Int. Hurdles,"Taylor, Corey",Southwest Dekalb,37.24,
1999,A,3200m Run,"Koshiba, Nathan",Landmark Christian,09:32.8,
1999,AA,3200m Run,"Jorgensen, Blake",Westminster,09:40.0,
1999,AAA,3200m Run,"King, Joseph",Dalton,09:52.9,
1999,AAAA,3200m Run,"Melymuk, Geoff",McIntosh,09:33.2,
1999,A,400m Dash,"Presley, Chris",Darlington,48.17,
1999,AA,400m Dash,"Azim, Sharif",Westminster,48.52,
1999,AAA,400m Dash,"Coleman, Chris",Woodward Aca.,48.91,
1999,AAAA,400m Dash,"Hudgeon, Tramaine",Southwest Dekalb,48.24,
1999,A,800m Run,"Rabbitt, Kyle",Landmark Christian,01:58.9,
1999,AA,800m Run,"Schmidt, David",Westminster,01:55.1,
1999,AAA,800m Run,"Mahoney, Brendon",Marist,01:50.2,
1999,AAAA,800m Run,"Johnson, Chad",Tift Co.,01:55.9,
1999,A,Discus,"Henderson, Marcus",Adairsville,158-1,
1999,AA,Discus,"Biggins, Tyler",Washington Co.,151-1,
1999,AAA,Discus,"Johnson, Kibwe",North Gwinnett,170-9,
1999,AAAA,Discus,"Schenek, David",Lassiter,175-4,
1999,A,High Jump,"Foster, Brian",Lanier Co.,8-Jun,
1999,AA,High Jump,"Sabo, Blake",Carrollton,8-Jun,
1999,AAA,High Jump,"Bishop, Chris",Murray Co.,4-Jun,
1999,AAAA,High Jump,"Snipes, Joe",Tift Co.,8-Jun,
1999,A,Long Jump,"Cooley, Freddie",Bowdon,21-6,
1999,AA,Long Jump,"West, Lorenzo",Fitzgerald,22-6,
1999,AAA,Long Jump,"Sutherland, Hamman",Cedar Grove,22-6,
1999,AAAA,Long Jump,"Huey, Terrance",Marietta,24-4,
1999,A,Pole Vault,"Cawood, Joseph",Landmark Christian,13-0,
1999,AA,Pole Vault,"Smith, Brad",Franklin Co.,14-0,
1999,AAA,Pole Vault,"Thomas, Mark",Tucker,6-Dec,
1999,AAAA,Pole Vault,"Morris, Art",Clarke Central,13-6,
